name,category,slot,use,set,tier,craft_role,crafting,resource_info,mining_info,theme,pack,slug,url
"Armor Stand","station","","Crafting station — unlocks & levels recipes.","","","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Mining Gear & Stations","mining-gear","armor-stand","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/armor-stand.png"
"Tool Rack","station","","Crafting station — unlocks & levels recipes.","","","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Mining Gear & Stations","mining-gear","tool-rack","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/tool-rack.png"
"Ammo Crate","storage","","Storage container.","","","buildable storage","Built from plates / beams via the build menu.","—","—","Mining Gear & Stations","mining-gear","ammo-crate","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/ammo-crate.png"
"Med Kit","consumable","","Consumable — restores health.","","","craftable consumable","Crafted at a Med Station from medical components.","Single-use — consumed on use.","—","Mining Gear & Stations","mining-gear","med-kit","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/med-kit.png"
"Rail Cart","weapon","weapon","Firearm — primary ranged weapon.","","","craftable recipe","Crafted at a Crafting Bench from refined alloy + components.","—","Logistics — hauls mined ore from the dig site.","Mining Gear & Stations","mining-gear","rail-cart","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/rail-cart.png"
"Winch","utility","","Traversal — grapple / winch to reach heights.","","","craftable utility","Crafted at a Fabricator from components.","—","Logistics — hauls mined ore from the dig site.","Mining Gear & Stations","mining-gear","winch","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/winch.png"
"Surveyor Kit","item","","Craftable item.","","","craftable recipe","Crafted at a Crafting Bench.","—","—","Mining Gear & Stations","mining-gear","surveyor-kit","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/surveyor-kit.png"
"Safety Boots","wearable","feet","Footwear — movement buff.","","","craftable recipe","Crafted at a Crafting Bench from refined alloy + components.","—","Mining safety / utility gear.","Mining Gear & Stations","mining-gear","safety-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/safety-boots.png"
"Respirator","utility","","Survival — breathe in toxic / low-air zones.","","","craftable utility","Crafted at a Fabricator from components.","—","Mining safety / utility gear.","Mining Gear & Stations","mining-gear","respirator","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/respirator.png"
"Dynamite Crate","storage","","Storage container.","","","buildable storage","Built from plates / beams via the build menu.","—","Demolition — clears rock fast for mining.","Mining Gear & Stations","mining-gear","dynamite-crate","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/dynamite-crate.png"
"Ore Refiner","station","","Crafting station — unlocks & levels recipes.","","","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","Mineable deposit — drops raw resources when mined.","Mining Gear & Stations","mining-gear","ore-refiner","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/ore-refiner.png"
"Power Generator","power","","Power source / fuel for machines.","","","craftable power","Crafted from cells / fuel; powers nearby machines.","Energy resource — consumed as fuel by machines.","—","Mining Gear & Stations","mining-gear","power-generator","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/power-generator.png"
"Repair Kit","utility","","Air system — ventilation / filtration.","","","craftable utility","Crafted at a Fabricator from components.","—","—","Mining Gear & Stations","mining-gear","repair-kit","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/repair-kit.png"
"Boss Trophy","reward","","Reward — quest / achievement payout.","","","reward (not craftable)","Awarded for quests / achievements — not crafted.","—","—","Mining Gear & Stations","mining-gear","boss-trophy","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/mining-gear/boss-trophy.png"
"Crafting Table","station","","Crafting station — unlocks & levels recipes.","","","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Crafting & Sci-fi Stations","crafting-stations","crafting-table","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/crafting-table.png"
"Storage Chest","storage","","Storage container.","","","buildable storage","Built from plates / beams via the build menu.","—","—","Crafting & Sci-fi Stations","crafting-stations","storage-chest","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/storage-chest.png"
"Upgrade Bench","station","","Crafting station — unlocks & levels recipes.","","","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Crafting & Sci-fi Stations","crafting-stations","upgrade-bench","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/upgrade-bench.png"
"Blueprint Table","station","","Crafting station — unlocks & levels recipes.","","","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Crafting & Sci-fi Stations","crafting-stations","blueprint-table","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/blueprint-table.png"
"Fuel Depot","station","","Crafting station — unlocks & levels recipes.","","","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Crafting & Sci-fi Stations","crafting-stations","fuel-depot","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/fuel-depot.png"
"Jetpack","utility","feet","Movement buff — flight / hover.","","","craftable utility","Crafted at a Fabricator from components.","—","—","Crafting & Sci-fi Stations","crafting-stations","jetpack","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/jetpack.png"
"Climbing Gear","utility","","Traversal — grapple / winch to reach heights.","","","craftable utility","Crafted at a Fabricator from components.","—","—","Crafting & Sci-fi Stations","crafting-stations","climbing-gear","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/climbing-gear.png"
"Scanner Drone","utility","head","Vision buff — enhanced detection / targeting.","","","craftable utility","Crafted at a Fabricator from components.","—","—","Crafting & Sci-fi Stations","crafting-stations","scanner-drone","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/scanner-drone.png"
"Communicator","utility","","Gadget — scouting / comms.","","","craftable utility","Crafted at a Fabricator from components.","—","—","Crafting & Sci-fi Stations","crafting-stations","communicator","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/communicator.png"
"Shield Depot","station","","Crafting station — unlocks & levels recipes.","","","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Crafting & Sci-fi Stations","crafting-stations","shield-depot","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/shield-depot.png"
"Gold Ingot","material","","Resource — crafting material.","","","gathered material","Gathered or salvaged, not crafted; used as a crafting ingredient.","Refined material — core crafting ingredient; stack 64.","—","Crafting & Sci-fi Stations","crafting-stations","gold-ingot","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/gold-ingot.png"
"Diamond Core","material","","Resource — crafting material.","","","gathered material","Gathered or salvaged, not crafted; used as a crafting ingredient.","Raw ore — smelt into ingots; stack 64.","Mineable deposit — drops raw resources when mined.","Crafting & Sci-fi Stations","crafting-stations","diamond-core","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/diamond-core.png"
"Explosive Charge","item","","Craftable item.","","","craftable recipe","Crafted at a Crafting Bench.","—","Demolition — clears rock fast for mining.","Crafting & Sci-fi Stations","crafting-stations","explosive-charge","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/explosive-charge.png"
"Energy Cell","power","","Power source / fuel for machines.","","","craftable power","Crafted from cells / fuel; powers nearby machines.","Energy resource — consumed as fuel by machines.","—","Crafting & Sci-fi Stations","crafting-stations","energy-cell","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/energy-cell.png"
"Map Fragment","throwable","","Throwable — AoE blast.","","","craftable ordnance","Ordnance — crafted at an Explosives Bench from a casing + charge.","Single-use — consumed on use.","—","Crafting & Sci-fi Stations","crafting-stations","map-fragment","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/map-fragment.png"
"Assembly Line","logistics","","Logistics — moves resources along rails / belts.","","","buildable logistics","Built from plates / beams via the build menu.","—","—","Crafting & Sci-fi Stations","crafting-stations","assembly-line","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/assembly-line.png"
"Smelting Pot","station","","Crafting station — unlocks & levels recipes.","","","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Crafting & Sci-fi Stations","crafting-stations","smelting-pot","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/smelting-pot.png"
"Gear Fabricator","station","","Crafting station — unlocks & levels recipes.","","","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Crafting & Sci-fi Stations","crafting-stations","gear-fabricator","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/gear-fabricator.png"
"Rail Switch","weapon","weapon","Firearm — primary ranged weapon.","","","craftable recipe","Crafted at a Crafting Bench from refined alloy + components.","—","—","Crafting & Sci-fi Stations","crafting-stations","rail-switch","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/rail-switch.png"
"Minecart Track","station","","Crafting station — unlocks & levels recipes.","","","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","Logistics — hauls mined ore from the dig site.","Crafting & Sci-fi Stations","crafting-stations","minecart-track","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/minecart-track.png"
"Safety Harness","wearable","chest","Wearable — capacity / protection buff.","","","craftable recipe","Crafted at a Crafting Bench from refined alloy + components.","—","Mining safety / utility gear.","Crafting & Sci-fi Stations","crafting-stations","safety-harness","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/safety-harness.png"
"Headlamp Module","utility","","Light source — illuminates caves.","","","craftable utility","Crafted at a Fabricator from components.","—","Mining safety / utility gear.","Crafting & Sci-fi Stations","crafting-stations","headlamp-module","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/headlamp-module.png"
"Oxygen Tank","utility","","Survival — breathe in toxic / low-air zones.","","","craftable utility","Crafted at a Fabricator from components.","—","Mining safety / utility gear.","Crafting & Sci-fi Stations","crafting-stations","oxygen-tank","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/oxygen-tank.png"
"Repair Hammer","tool","tool","Hammer — build & repair tool.","","","craftable recipe","Crafted at a Crafting Bench from refined alloy + components.","—","Mining tool — boosts dig speed & ore yield.","Crafting & Sci-fi Stations","crafting-stations","repair-hammer","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/repair-hammer.png"
"Victory Medal","reward","","Reward — quest / achievement payout.","","","reward (not craftable)","Awarded for quests / achievements — not crafted.","—","—","Crafting & Sci-fi Stations","crafting-stations","victory-medal","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/crafting-stations/victory-medal.png"
"Welding Torch","tool","tool","Welder — cut & weld metal.","","","craftable recipe","Crafted at a Crafting Bench from refined alloy + components.","—","—","Industrial Gear","industrial-gear","welding-torch","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/industrial-gear/welding-torch.png"
"Mining Laser","weapon","weapon","Firearm — primary ranged weapon.","","","craftable recipe","Crafted at a Crafting Bench from refined alloy + components.","—","Mining tool — boosts dig speed & ore yield.","Industrial Gear","industrial-gear","mining-laser","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/industrial-gear/mining-laser.png"
"Reinforced Boots","wearable","feet","Footwear — movement buff.","","","craftable recipe","Crafted at a Crafting Bench from refined alloy + components.","—","—","Industrial Gear","industrial-gear","reinforced-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/industrial-gear/reinforced-boots.png"
"Cable Reel","utility","","Traversal — grapple / winch to reach heights.","","","craftable utility","Crafted at a Fabricator from components.","—","—","Industrial Gear","industrial-gear","cable-reel","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/industrial-gear/cable-reel.png"
